ministry,website,division,name,designation,room,phones,email,source_url
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,COORDINATION DIVISION,Sh. Mrityunjay Jha,Dir (Coord-I & II),545/5536,,dircoord2-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,COORDINATION DIVISION,Sh. Anadi Sharma,US (Coord-I & II),416/5501,,uscoord1-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,COORDINATION DIVISION,Mrs. Kavita,AD (Coord- I & II),540/5512,,,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,COORDINATION DIVISION,Sh.V.S.Sehrawat,CONSULTANT,138B/5588,,vs.sehrawat@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,DGLL DIVISION,Sh. Ramji Singh,DS,543/5541,,dddw-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,DGLL DIVISION,Sh. Naveen Mahla,US,427/5547,,usdgll-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,DGLL DIVISION,Sh. Pardeep Kumar,SO,538/5554,,pardeep.k89@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,PARLIAMENT DIVISION,Sh. Mrityunjay Jha,Dir,545/5536,,dircoord2-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,PARLIAMENT DIVISION,Sh. Danwir Kishan Karwade,US,435/5325,,usparl-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,PARLIAMENT DIVISION,Sh.Ankit Gupta,SO,546A/5582,,parliship@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,DEVELOPMENT WING,Sh. Ramji Singh,Dir (Engineering),543/5541,,dddw-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,SPECIAL INITIATIVES & PROJECTS,Sh. Samarth Verma,Director,409C/5417,,samarth.verma@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,SPECIAL INITIATIVES & PROJECTS,Shri Rajesh Asati,DS,534/5509,,dirppp-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,SPECIAL INITIATIVES & PROJECTS,Dr. Tarun Kumar Budal,DD,438/5520,,ddports-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,SPECIAL INITIATIVES & PROJECTS,Ms. Catherine Singson,SO,535/5445,,sip-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,PR. CCA OFFICE,Sh. Vijay Kumar Singh,Pr. Chief Controller of Accounts,"4, IDA Building, Jam Nagar House",,prcca-ship@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,PR. CCA OFFICE,Sh. Gurmail Singh,Sr. P.S,"8, IDA BuildingJam Nagar House",,prcca-ship@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,PR. CCA OFFICE,Sh. Ram Chandra Jhakhar,Dy. Controller of Accounts,"208, IDA BuildingJam Nagar House",,ramjhakar.99@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,PR. CCA OFFICE,Sh. Vivesh,Dy. Controller of Accounts,"203, IDA BuildingJam Nagar House",,vivesh.23@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,ADJUDICATORY BOARD SECTION,Sh. Dinesh Kumar,Dir,251/5217,,dirports-it.psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,ADJUDICATORY BOARD SECTION,Sh. Naveen Kumar,US,424/5424,,uspd-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,ADJUDICATORY BOARD SECTION,Shri Vinay Singh Prajapati,SO,546/5546,,sopd1-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,TRANSPORT RESEARCH WING,Ms. Mohita Aswal,Dy Dir,Jamnagar House (114),,ddtrw-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,TRANSPORT RESEARCH WING,Sh. Ashish Kumar Saini,SSO,Jamnagar House,,ashish-saini@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,TRANSPORT RESEARCH WING,Sh. Jagdish Chand,SSO,Jamnagar House,,jagdish.chand2@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,OFFICIAL LANGUAGE DIVISION,Sh. Mrityunjay Jha,Director,545/5536,,dircoord2-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,OFFICIAL LANGUAGE DIVISION,Mrs. Sangeeta Topno,Deputy Director,011/5011,,ddol-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,OFFICIAL LANGUAGE DIVISION,Sh. Indraj,AD,011/5012,,ol-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,OFFICIAL LANGUAGE DIVISION,Sh. Vinod Prakash Thakur,STO,011/5012,,ol-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,OFFICIAL LANGUAGE DIVISION,Mrs. Pooja,JTO,011/5012,,ol-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,NIC,Sh. Joydeep Shome,"Scientist-G HOG, NIC",,,hog-shipping@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,NIC,Ms.Sangeeta Bhatia,"Scientist-F HOD, NIC",,,hod-shipping@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,NIC,Sh. Pravin Srivastava,"Tech Director, NIC",535/Cabin B,,officer1.shipping@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,NIC,Ms.Priya,Scientific/Technical Assistant-B,429/5480,,officer2.shipping@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,NIC,Network & Email Support,,"322/5150 ,5552",,support-transport@supportgov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,NIC,Web-Maintenace and Support,,138A,,web-ship@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,BUDGET DIVISION,Sh. Manoranjan Samal,DS,536/5571,,dsfin-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,BUDGET DIVISION,Sh. Sujeet Kumar,US,431/5416,,usifw-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,BUDGET DIVISION,Sh. Pradhan Meena,SO,529/5549,,sobudget-psw@gov.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,CISF CONTROL ROOM,CISF Control Room (Transport Bhawan),,,,,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,MMO,Sh. Vijay Singh Negi,MMO,423-A/5479,,vs.negi@nic.in,https://shipmin.gov.in/who-s-who
"Ports, Shipping and Waterways (MoPSW)",https://shipmin.gov.in,CR Incharge,Sh. Rajesh Bhatt,CR Incharge,002/5001,,,https://shipmin.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of Fisheries, Animal Husbandry and Dairying",Shri Rajiv Ranjan Singh alias Lalan Singh,"Hon'ble Minister of Fisheries, Animal Husbandry and Dairying",234,,minister-fahdpr@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of Fisheries, Animal Husbandry and Dairying",Shri Fating Rahul Haridas,"Private Secretary to Minister of Fisheries, Animal Husbandry and Dairying",233,,minister-fahdpr@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of Fisheries, Animal Husbandry and Dairying",Shri Birendra Kumar Mishra,"OSD to Minister of Fisheries, Animal Husbandry and Dairying",232,,minister-fahdpr@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of Fisheries, Animal Husbandry and Dairying",Shri Pramod Kumar,"First PA to Minister of Fisheries, Animal Husbandry and Dairying",235,,minister-fahdpr@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of State of Fisheries, Animal Husbandry and Dairying - 1",Prof. S.P. Singh Baghel,"Hon'ble Minister of State of Fisheries, Animal Husbandry and Dairying","199-J, 1st Floor, Krishi Bhawan",,mos-fahd@dahd.nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of State of Fisheries, Animal Husbandry and Dairying - 1",...,Private Secretary,"392, 3rd Floor, Krishi Bhawan",,,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of State of Fisheries, Animal Husbandry and Dairying - 1",Shri Himanshu Sharma,"Addl. Private Secretary to Minister of Fisheries, Animal Husbandry and Dairying","199-K2, 1st Floor, Krishi Bhawan",,himanshu.sharma80@dahd.nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of State of Fisheries, Animal Husbandry and Dairying - 1",Shri Ajay Pratap Singh,Asst. Private Secretary,199-I,,,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,"Office of Hon'ble Minister of State of Fisheries, Animal Husbandry and Dairying - 1",Shri Himanshu Srivastav,First Personal Assistant,199-I,,himanshu.sri@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Secretary,Mr. Naresh Pal Gangwar,Secretary(AHD),218,,secyahd@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Secretary,Smt. Madhu Surya,Sr. Principal Private Secretary,222,,madhu.surya@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Additional Secretary/Financial Advisor,Ms. Aparna Bhatia,AS & FA,136,,aparna.bhatia@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Additional Secretary/Financial Advisor,Ms. Kanika Bhattacharya,Principal Private Secretary ( AS&FA),135,,k.bhattacharya13@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Additional Secretary/Financial Advisor,Ms. Varsha Joshi,Additional Secretary (CDD/Trade/CE&P),240,,jsdairy-ahd@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Additional Secretary/Financial Advisor,Ms. Sonia Pahwa,PS to AS (CDD),239,,sonia.pahwa87@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Additional Secretary/Financial Advisor,Shri Rama Shankar Sinha,Additional Secretary (LH),245,,jslh-dadf@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Additional Secretary/Financial Advisor,Shri Harcharan Singh,Sr. PPS to AS(LH),246-A,,harcharan.singh17@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Animal Husbandry Commissioner,Dr. Naveena. B.Maheswarappa,Animal Husbandry Commissioner,"2nd Floor, ChanderLok Building, Janpath",,ahc-dahd@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Animal Husbandry Commissioner,Shri Vishesh Kumar Saini,PS to AHC,"2nd Floor, ChanderLok Building, Janpath",,,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Joint Secretaries/Statistical Adviser/Chief Controller of Accounts,Dr. Muthukumarasamy B.,Joint Secretary (NLM/SD),190-A,,js-nlm@dahd.nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Joint Secretaries/Statistical Adviser/Chief Controller of Accounts,Ms. Indu Malhotra,PPS to JS,189-A,,malhotra.indu@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Joint Secretaries/Statistical Adviser/Chief Controller of Accounts,Shri Jagat Hazarika,Statistical Adviser(Stats/PC/NDLM/IT) & CVO,"2nd Floor, ChanderLok Building, Janpath",,advisor.ahs@dahd.nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Joint Secretaries/Statistical Adviser/Chief Controller of Accounts,Ms. Vaneeta Nagi,PPS,"2nd Floor, ChanderLok Building, Janpath",,vinita.nagi@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Joint Secretaries/Statistical Adviser/Chief Controller of Accounts,Ms. Anandi Venkateswaran,Joint Secretary (IFD),354,,anandi.v@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Joint Secretaries/Statistical Adviser/Chief Controller of Accounts,Ms. Chandan Mishra Dwivedi,Chief Controller of Accounts(DAHD),241,,cca-agri@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Joint Secretaries/Statistical Adviser/Chief Controller of Accounts,Shri Viney Kumar,PA to CCA,242,,cca-agri@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. V. Jaya Chandra Bhanu Reddy,Director (LH/IT),493-A,,dir-lh@dahd.nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Ms. Puja Rustagi,Director(Trade/IC/Dairy),398,,p.rustagi@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Shri R.P.S. Rathore,Additional Statistical Adviser (AHS),"2nd Floor, ChanderLok Building, Janpath",,r.rathore@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Sujit K. Dutta,Joint Commissioner (NLM),"401, Chanderlok Building ,Janpath",,sk.dutta@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Vijay Kumar Teotia,Joint Commissioner (LH),"403, Chanderlok Building ,Janpath",,Vijay.teotia@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Shri C. Sen,Joint Commissioner/GM (DMS),DMS Complex West Patel Nagar New Delhi,,chinmoyjit.sen@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. H.R.Khanna,Joint Commissioner (NLM),"402, Chanderlok Building ,Janpath",,hansraj.khanna@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Sujit Nayak,Joint Commissioner (NADCP),"412, Chanderlok Building ,Janpath",,sujit.nayak@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Aruna Sharma,Joint Commissioner (LH),"414, Chanderlok Building ,Janpath",,sharma.aruna@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Gagan Garg,Joint Commissioner (RGM),346,,gagan.garg@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Sandeep Kumar Singh,Joint Commissioner (LH),572,,sandeep.niah@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Rajendra Gulabrao Bambal,Joint Commissioner (Cattle),"409, ChanderLok Building, Janpath",,rajendra.bambal@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Shri S.C. Kashyap,Deputy Secretary (C&DD/Vigilance),417,,sckashyap.05@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Ms. Swarnali Banerjee,Deputy Secretary (Budget/IFD),"417, Chanderlok Building ,Janpath",,swarnali.banerjee35@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Sachin Kumar Yadav,Deputy Secretary,248-C,,ds-nlm@dahd.nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Shri B.Ginkhan Mang,Deputy Secretary (LH),"2nd Floor, Chanderlok Building ,Janpath",,bg.mang@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Shri Achint Kumar,Deputy Secretary (AWD/Parl./Legal),334,,achint.kumar@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Shri Sanjib Bhattacharya,Deputy Secretary (Admin l/ Admin ll/Cash Section),432-A,,sanjeeb.b@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Lipi Sairiwal,Deputy Commissioner (AHIDF),"405, Chanderlok Building ,Janpath",,lipi.s@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Sudam Bag,Deputy Commissioner (LH),"408, Chanderlok Building ,Janpath",,sudam.bag@dahd.nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Shri Dayanand Appa Sawant,Deputy Commissioner (DD),544,,dayanand.sawant@nic.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Aniruddha Padmakar Udaykar,Deputy Commissioner (Trade),297-C,,aniruddha.udaykar@gov.in,https://dahd.gov.in/who-s-who
Department of Animal Husbandry and Dairying (DoAHD),https://dahd.gov.in,Directors/Deputy Secretaries/Joint Commissioners/Deputy Commissioners/Controller of Accounts/Additional Statistical Adviser,Dr. Venkatesan.G.,Deputy Commissioner (Trade),538,,venky.g@gov.in,https://dahd.gov.in/who-s-who
